Input,Input Type,MGI Gene/Marker ID,Symbol,Name,Feature Type
POU2F2,current symbol,MGI:101897,Pou2f2,"POU domain, class 2, transcription factor 2",protein coding gene
POU2F3,current symbol,MGI:102565,Pou2f3,"POU domain, class 2, transcription factor 3",protein coding gene
POU3F1,current symbol,MGI:101896,Pou3f1,"POU domain, class 3, transcription factor 1",protein coding gene
POU3F2,current symbol,MGI:101895,Pou3f2,"POU domain, class 3, transcription factor 2",protein coding gene
POU3F3,current symbol,MGI:102564,Pou3f3,"POU domain, class 3, transcription factor 3",protein coding gene
POU3F4,current symbol,MGI:101894,Pou3f4,"POU domain, class 3, transcription factor 4",protein coding gene
POU4F1,current symbol,MGI:102525,Pou4f1,"POU domain, class 4, transcription factor 1",protein coding gene
POU4F2,current symbol,MGI:102524,Pou4f2,"POU domain, class 4, transcription factor 2",protein coding gene
POU4F3,current symbol,MGI:102523,Pou4f3,"POU domain, class 4, transcription factor 3",protein coding gene
POU5F1,current symbol,MGI:101893,Pou5f1,"POU domain, class 5, transcription factor 1",protein coding gene
POU5F1B,human symbol,MGI:101893,Pou5f1,"POU domain, class 5, transcription factor 1",protein coding gene
POU5F2,current symbol,MGI:1922757,Pou5f2,"POU domain class 5, transcription factor 2",protein coding gene
POU6F1,current symbol,MGI:102935,Pou6f1,"POU domain, class 6, transcription factor 1",protein coding gene
POU6F2,current symbol,MGI:2443631,Pou6f2,"POU domain, class 6, transcription factor 2",protein coding gene
HSF1,current symbol,MGI:96238,Hsf1,heat shock factor 1,protein coding gene
HSF2,current symbol,MGI:96239,Hsf2,heat shock factor 2,protein coding gene
HSF4,current symbol,MGI:1347058,Hsf4,heat shock transcription factor 4,protein coding gene
HSF5,current symbol,MGI:2685585,Hsf5,heat shock transcription factor family member 5,protein coding gene
HSFX1,,No associated gene,,,
HSFX2,,No associated gene,,,
HSFY1,rat synonym,MGI:1918316,Hsfy2,"heat shock transcription factor, Y-linked 2",protein coding gene
HSFY2,current symbol,MGI:1918316,Hsfy2,"heat shock transcription factor, Y-linked 2",protein coding gene
IRF1,current symbol,MGI:96590,Irf1,interferon regulatory factor 1,protein coding gene
IRF2,current symbol,MGI:96591,Irf2,interferon regulatory factor 2,protein coding gene
IRF3,current symbol,MGI:1859179,Irf3,interferon regulatory factor 3,protein coding gene
IRF4,current symbol,MGI:1096873,Irf4,interferon regulatory factor 4,protein coding gene
IRF5,current symbol,MGI:1350924,Irf5,interferon regulatory factor 5,protein coding gene
IRF6,current symbol,MGI:1859211,Irf6,interferon regulatory factor 6,protein coding gene
IRF7,current symbol,MGI:1859212,Irf7,interferon regulatory factor 7,protein coding gene
IRF8,current symbol,MGI:96395,Irf8,interferon regulatory factor 8,protein coding gene
IRF9,current symbol,MGI:107587,Irf9,interferon regulatory factor 9,protein coding gene
MSANTD1,current symbol,MGI:2684990,Msantd1,Myb/SANT-like DNA-binding domain containing 1,protein coding gene
MSANTD3,current symbol,MGI:1913915,Msantd3,Myb/SANT-like DNA-binding domain containing 3,protein coding gene
NAIF1,current symbol,MGI:1918504,Naif1,nuclear apoptosis inducing factor 1,protein coding gene
BORCS8-MEF2B,human symbol,MGI:104526,Mef2b,myocyte enhancer factor 2B,protein coding gene
MEF2A,current symbol,MGI:99532,Mef2a,myocyte enhancer factor 2A,protein coding gene
MEF2B,current symbol,MGI:104526,Mef2b,myocyte enhancer factor 2B,protein coding gene
MEF2C,current symbol,MGI:99458,Mef2c,myocyte enhancer factor 2C,protein coding gene
MEF2D,current symbol,MGI:99533,Mef2d,myocyte enhancer factor 2D,protein coding gene
SRF,current symbol,MGI:106658,Srf,serum response factor,protein coding gene
BAZ2B,current symbol,MGI:2442782,Baz2b,"bromodomain adjacent to zinc finger domain, 2B",protein coding gene
MBD2,human synonym,MGI:2442042,Dpep2,dipeptidase 2,protein coding gene
MBD2,current symbol,MGI:1333813,Mbd2,methyl-CpG binding domain protein 2,protein coding gene
MBD3,human synonym,MGI:1919104,Dpep3,dipeptidase 3,protein coding gene
MBD3,current symbol,MGI:1333812,Mbd3,methyl-CpG binding domain protein 3,protein coding gene
MBD4,current symbol,MGI:1333850,Mbd4,methyl-CpG binding domain protein 4,protein coding gene
MBD6,current symbol,MGI:106378,Mbd6,methyl-CpG binding domain protein 6,protein coding gene
PIN1,human synonym,MGI:1922394,Pdzd2,PDZ domain containing 2,protein coding gene
PIN1,current symbol,MGI:1346036,Pin1,"peptidyl-prolyl cis/trans isomerase, NIMA-interacting 1",protein coding gene
PIN1,human symbol,MGI:3649546,Pin1rt1,"peptidyl-prolyl cis/trans isomerase, NIMA-interacting 1, retrogene 1",protein coding gene
SETDB1,current symbol,MGI:1934229,Setdb1,"SET domain, bifurcated 1",protein coding gene
SETDB2,current symbol,MGI:2685139,Setdb2,"SET domain, bifurcated 2",protein coding gene
BAZ2A,current symbol,MGI:2151152,Baz2a,"bromodomain adjacent to zinc finger domain, 2A",protein coding gene
MECP2,current symbol,MGI:99918,Mecp2,methyl CpG binding protein 2,protein coding gene
MECP2,rat synonym,MGI:2384565,Prr14,proline rich 14,protein coding gene
MBD1,human synonym,MGI:94917,Dpep1,dipeptidase 1,protein coding gene
MBD1,current symbol,MGI:1333811,Mbd1,methyl-CpG binding domain protein 1,protein coding gene
MTERF1,synonym,MGI:1918240,Mterf1a,mitochondrial transcription termination factor 1a,protein coding gene
MTERF1,human symbol,MGI:3704243,Mterf1b,mitochondrial transcription termination factor 1b,protein coding gene
MTERF1,human symbol,MGI:1340032,Mthfs,"5, 10-methenyltetrahydrofolate synthetase",protein coding gene
MTERF2,current symbol,MGI:1921488,Mterf2,mitochondrial transcription termination factor 2,protein coding gene
MTERF3,current symbol,MGI:1913660,Mterf3,mitochondrial transcription termination factor 3,protein coding gene
MTERF4,current symbol,MGI:1918355,Mterf4,mitochondrial transcription termination factor 4,protein coding gene
CDC5L,current symbol,MGI:1918952,Cdc5l,cell division cycle 5-like,protein coding gene
CDC5L,human symbol,MGI:5591876,Cdc5lrt1,"cell division cycle 5 like, retrotransposed 1",protein coding gene
CDC5L,human symbol,MGI:5591961,Cdc5lrt4,"cell division cycle 5 like, retrotransposed 4",protein coding gene
CDC5L,human symbol,MGI:3643524,Cdc5lrt5,"cell division cycle 5 like, retrotransposed 5",protein coding gene
CDC5L,human symbol,MGI:3647148,Cdc5lrt6,"cell division cycle 5 like, retrotransposed 6",protein coding gene
CDC5L,human symbol,MGI:3647146,Cdc5lrt7,"cell division cycle 5 like, retrotransposed 7",protein coding gene
CDC5L,human symbol,MGI:3647143,Cdc5lrt8,"cell division cycle 5 like, retrotransposed 8",protein coding gene
CDC5L,human symbol,MGI:3644213,Cdc5lrt9,"cell division cycle 5 like, retrotransposed 9",protein coding gene
CDC5L,human symbol,MGI:3644216,Cdc5lrt10,"cell division cycle 5 like, retrotransposed 10",protein coding gene
DMTF1,current symbol,MGI:1344415,Dmtf1,cyclin D binding myb like transcription factor 1,protein coding gene
DMTF1,zebrafish symbol,MGI:3045322,Dmtf1l,cyclin D binding myb like transcription factor 1 like,protein coding gene
MSANTD4,current symbol,MGI:1925350,Msantd4,Myb/SANT-like DNA-binding domain containing 4 with coiled-coils,protein coding gene
MYB,current symbol,MGI:97249,Myb,"Myb proto-oncogene, transcription factor",protein coding gene
MYBL1,current symbol,MGI:99925,Mybl1,Myb proto-oncogene like 1,protein coding gene
MYBL2,current symbol,MGI:101785,Mybl2,Myb proto-oncogene like  2,protein coding gene
MYPOP,human synonym,MGI:1339710,Myh2,"myosin, heavy polypeptide 2, skeletal muscle, adult",protein coding gene
MYPOP,current symbol,MGI:2446472,Mypop,"Myb-related transcription factor, partner of profilin",protein coding gene
MYSM1,current symbol,MGI:2444584,Mysm1,"myb-like, SWIRM and MPN domains 1",protein coding gene
SNAPC4,current symbol,MGI:2443935,Snapc4,"small nuclear RNA activating complex, polypeptide 4",protein coding gene
TERB1,current symbol,MGI:2443187,Terb1,telomere repeat binding bouquet formation protein 1,protein coding gene
TERF1,current symbol,MGI:109634,Terf1,telomeric repeat binding factor 1,protein coding gene
TERF2,current symbol,MGI:1195972,Terf2,telomeric repeat binding factor 2,protein coding gene
TTF1,human synonym,MGI:108067,Nkx2-1,NK2 homeobox 1,protein coding gene
TTF1,current symbol,MGI:105044,Ttf1,"transcription termination factor, RNA polymerase I",protein coding gene
ZZZ3,current symbol,MGI:1920453,Zzz3,"zinc finger, ZZ domain containing 3",protein coding gene
MYRF,current symbol,MGI:2684944,Myrf,myelin regulatory factor,protein coding gene
MYRFL,current symbol,MGI:2685085,Myrfl,myelin regulatory factor-like,protein coding gene
NFX1,current symbol,MGI:1921414,Nfx1,"nuclear transcription factor, X-box binding 1",protein coding gene
NFXL1,current symbol,MGI:1923646,Nfxl1,"nuclear transcription factor, X-box binding-like 1",protein coding gene
AR,synonym,MGI:1353494,Akr1b1,aldo-keto reductase family 1 member B,protein coding gene
AR,current symbol,MGI:88064,Ar,androgen receptor,protein coding gene
AR,synonym,MGI:88068,Areg,amphiregulin,protein coding gene
AR,synonym,MGI:88587,Cyp19a1,"cytochrome P450, family 19, subfamily a, polypeptide 1",protein coding gene
AR,rat synonym,MGI:104724,Fdxr,ferredoxin reductase,protein coding gene
ESR1,current symbol,MGI:1352467,Esr1,estrogen receptor 1 (alpha),protein coding gene
ESR2,current symbol,MGI:109392,Esr2,estrogen receptor 2 (beta),protein coding gene
ESRRA,current symbol,MGI:1346831,Esrra,"estrogen related receptor, alpha",protein coding gene
ESRRB,current symbol,MGI:1346832,Esrrb,"estrogen related receptor, beta",protein coding gene
ESRRG,current symbol,MGI:1347056,Esrrg,estrogen-related receptor gamma,protein coding gene
HNF4A,human synonym,MGI:98504,Hnf1a,HNF1 homeobox A,protein coding gene
HNF4A,current symbol,MGI:109128,Hnf4a,"hepatic nuclear factor 4, alpha",protein coding gene
HNF4G,current symbol,MGI:1353604,Hnf4g,"hepatocyte nuclear factor 4, gamma",protein coding gene
NR0B1,current symbol,MGI:1352460,Nr0b1,"nuclear receptor subfamily 0, group B, member 1",protein coding gene
NR1D1,current symbol,MGI:2444210,Nr1d1,"nuclear receptor subfamily 1, group D, member 1",protein coding gene
NR1D2,current symbol,MGI:2449205,Nr1d2,"nuclear receptor subfamily 1, group D, member 2",protein coding gene
NR1H2,current symbol,MGI:1352463,Nr1h2,"nuclear receptor subfamily 1, group H, member 2",protein coding gene
NR1H3,current symbol,MGI:1352462,Nr1h3,"nuclear receptor subfamily 1, group H, member 3",protein coding gene
NR1H4,current symbol,MGI:1352464,Nr1h4,"nuclear receptor subfamily 1, group H, member 4",protein coding gene
NR1I2,current symbol,MGI:1337040,Nr1i2,"nuclear receptor subfamily 1, group I, member 2",protein coding gene
NR1I3,current symbol,MGI:1346307,Nr1i3,"nuclear receptor subfamily 1, group I, member 3",protein coding gene
NR2C1,current symbol,MGI:1352465,Nr2c1,"nuclear receptor subfamily 2, group C, member 1",protein coding gene
NR2C2,current symbol,MGI:1352466,Nr2c2,"nuclear receptor subfamily 2, group C, member 2",protein coding gene
NR2E1,current symbol,MGI:1100526,Nr2e1,"nuclear receptor subfamily 2, group E, member 1",protein coding gene
NR2E3,current symbol,MGI:1346317,Nr2e3,"nuclear receptor subfamily 2, group E, member 3",protein coding gene
NR2F1,current symbol,MGI:1352451,Nr2f1,"nuclear receptor subfamily 2, group F, member 1",protein coding gene
NR2F2,current symbol,MGI:1352452,Nr2f2,"nuclear receptor subfamily 2, group F, member 2",protein coding gene
NR2F6,current symbol,MGI:1352453,Nr2f6,"nuclear receptor subfamily 2, group F, member 6",protein coding gene
NR3C1,current symbol,MGI:95824,Nr3c1,"nuclear receptor subfamily 3, group C, member 1",protein coding gene
NR3C2,current symbol,MGI:99459,Nr3c2,"nuclear receptor subfamily 3, group C, member 2",protein coding gene
NR4A1,current symbol,MGI:1352454,Nr4a1,"nuclear receptor subfamily 4, group A, member 1",protein coding gene
NR4A2,current symbol,MGI:1352456,Nr4a2,"nuclear receptor subfamily 4, group A, member 2",protein coding gene
NR4A3,current symbol,MGI:1352457,Nr4a3,"nuclear receptor subfamily 4, group A, member 3",protein coding gene
NR5A1,current symbol,MGI:1346833,Nr5a1,"nuclear receptor subfamily 5, group A, member 1",protein coding gene
NR5A2,current symbol,MGI:1346834,Nr5a2,"nuclear receptor subfamily 5, group A, member 2",protein coding gene
NR6A1,current symbol,MGI:1352459,Nr6a1,"nuclear receptor subfamily 6, group A, member 1",protein coding gene
PGR,current symbol,MGI:97567,Pgr,progesterone receptor,protein coding gene
PPARA,current symbol,MGI:104740,Ppara,peroxisome proliferator activated receptor alpha,protein coding gene
PPARD,current symbol,MGI:101884,Ppard,peroxisome proliferator activator receptor delta,protein coding gene
PPARG,current symbol,MGI:97747,Pparg,peroxisome proliferator activated receptor gamma,protein coding gene
RARA,current symbol,MGI:97856,Rara,"retinoic acid receptor, alpha",protein coding gene
RARB,current symbol,MGI:97857,Rarb,"retinoic acid receptor, beta",protein coding gene
RARG,current symbol,MGI:97858,Rarg,"retinoic acid receptor, gamma",protein coding gene
RORA,current symbol,MGI:104661,Rora,RAR-related orphan receptor alpha,protein coding gene
RORB,current symbol,MGI:1343464,Rorb,RAR-related orphan receptor beta,protein coding gene
RORC,current symbol,MGI:104856,Rorc,RAR-related orphan receptor gamma,protein coding gene
RXRA,current symbol,MGI:98214,Rxra,retinoid X receptor alpha,protein coding gene
RXRB,current symbol,MGI:98215,Rxrb,retinoid X receptor beta,protein coding gene
RXRG,current symbol,MGI:98216,Rxrg,retinoid X receptor gamma,protein coding gene
THRA,current symbol,MGI:98742,Thra,thyroid hormone receptor alpha,protein coding gene
THRB,current symbol,MGI:98743,Thrb,thyroid hormone receptor beta,protein coding gene
VDR,current symbol,MGI:103076,Vdr,"vitamin D (1,25-dihydroxyvitamin D3) receptor",protein coding gene
AEBP1,current symbol,MGI:1197012,Aebp1,AE binding protein 1,protein coding gene
ARHGAP35,current symbol,MGI:1929494,Arhgap35,Rho GTPase activating protein 35,protein coding gene
BPTF,current symbol,MGI:2444008,Bptf,bromodomain PHD finger transcription factor,protein coding gene
BRF2,current symbol,MGI:1913903,Brf2,"BRF2, RNA polymerase III transcription initiation factor 50kDa subunit",protein coding gene
BRF2,synonym,MGI:107945,Zfp36l2,"zinc finger protein 36, C3H type-like 2",protein coding gene
CARF,current symbol,MGI:2182269,Carf,calcium response factor,protein coding gene
CARF,synonym,MGI:1918175,Cdkn2aip,CDKN2A interacting protein,protein coding gene
CARF,human synonym,MGI:2142624,Peds1,plasmanylethanolamine desaturase 1,protein coding gene
CC2D1A,current symbol,MGI:2384831,Cc2d1a,coiled-coil and C2 domain containing 1A,protein coding gene
CEBPZ,current symbol,MGI:109386,Cebpz,CCAAT/enhancer binding protein zeta,protein coding gene
CEBPZ,human synonym,MGI:109247,Ddit3,DNA-damage inducible transcript 3,protein coding gene
CENPA,current symbol,MGI:88375,Cenpa,centromere protein A,protein coding gene
CENPS,current symbol,MGI:1917178,Cenps,centromere protein S,protein coding gene
CENPT,current symbol,MGI:2443939,Cenpt,centromere protein T,protein coding gene
CENPX,current symbol,MGI:894324,Cenpx,centromere protein X,protein coding gene
CGGBP1,current symbol,MGI:2146370,Cggbp1,CGG triplet repeat binding protein 1,protein coding gene
CHCHD3,current symbol,MGI:1913325,Chchd3,coiled-coil-helix-coiled-coil-helix domain containing 3,protein coding gene
CPEB1,current symbol,MGI:108442,Cpeb1,cytoplasmic polyadenylation element binding protein 1,protein coding gene
CSRNP1,current symbol,MGI:2387989,Csrnp1,cysteine-serine-rich nuclear protein 1,protein coding gene
CSRNP2,current symbol,MGI:2386852,Csrnp2,cysteine-serine-rich nuclear protein 2,protein coding gene
CSRNP3,current symbol,MGI:1925021,Csrnp3,cysteine-serine-rich nuclear protein 3,protein coding gene
DACH1,current symbol,MGI:1277991,Dach1,dachshund family transcription factor 1,protein coding gene
DACH2,current symbol,MGI:1890446,Dach2,dachshund family transcription factor 2,protein coding gene
DR1,current symbol,MGI:1100515,Dr1,down-regulator of transcription 1,protein coding gene
DR1,synonym,MGI:3809473,"Tg(HLA-DRA*0101,HLA-DRB1*0101)1Dmz","transgene insertion 1, Dennis M Zaller",transgene
DRAP1,current symbol,MGI:1913806,Drap1,DR1 associated protein 1,protein coding gene
GLMP,current symbol,MGI:1913318,Glmp,glycosylated lysosomal membrane protein,protein coding gene
GPBP1,current symbol,MGI:1920524,Gpbp1,GC-rich promoter binding protein 1,protein coding gene
GPBP1L1,current symbol,MGI:1924360,Gpbp1l1,GC-rich promoter binding protein 1-like 1,protein coding gene
GTF2B,current symbol,MGI:2385191,Gtf2b,general transcription factor IIB,protein coding gene
KCNIP3,current symbol,MGI:1929258,Kcnip3,"Kv channel interacting protein 3, calsenilin",protein coding gene
LTF,current symbol,MGI:96837,Ltf,lactotransferrin,protein coding gene
MTF2,current symbol,MGI:105050,Mtf2,metal response element binding transcription factor 2,protein coding gene
NACC2,current symbol,MGI:1915241,Nacc2,"nucleus accumbens associated 2, BEN and BTB (POZ) domain containing",protein coding gene
NFE4,,No associated gene,,,
NFYB,current symbol,MGI:97317,Nfyb,nuclear transcription factor-Y beta,protein coding gene
NFYC,current symbol,MGI:107901,Nfyc,nuclear transcription factor-Y gamma,protein coding gene
NKRF,current symbol,MGI:1924536,Nkrf,NF-kappaB repressing factor,protein coding gene
NME2,current symbol,MGI:97356,Nme2,NME/NM23 nucleoside diphosphate kinase 2,protein coding gene
NRF1,synonym,MGI:99421,Nfe2l1,"nuclear factor, erythroid derived 2,-like 1",protein coding gene
NRF1,current symbol,MGI:1332235,Nrf1,nuclear respiratory factor 1,protein coding gene
PA2G4,current symbol,MGI:894684,Pa2g4,proliferation-associated 2G4,protein coding gene
PCGF2,current symbol,MGI:99161,Pcgf2,polycomb group ring finger 2,protein coding gene
PCGF6,current symbol,MGI:1918291,Pcgf6,polycomb group ring finger 6,protein coding gene
PHF1,current symbol,MGI:98647,Phf1,PHD finger protein 1,protein coding gene
PHF19,current symbol,MGI:1921266,Phf19,PHD finger protein 19,protein coding gene
PLSCR1,current symbol,MGI:893575,Plscr1,phospholipid scramblase 1,protein coding gene
PLSCR1,human symbol,MGI:1925709,Plscr1l1,phospholipid scramblase 1 like 1,protein coding gene
PLSCR1,human symbol,MGI:1270860,Plscr2,phospholipid scramblase 2,protein coding gene
POU2AF1,current symbol,MGI:105086,Pou2af1,"POU domain, class 2, associating factor 1",protein coding gene
PREB,current symbol,MGI:1355326,Preb,prolactin regulatory element binding,protein coding gene
PURA,current symbol,MGI:103079,Pura,purine rich element binding protein A,protein coding gene
PURB,current symbol,MGI:1338779,Purb,purine rich element binding protein B,protein coding gene
PURG,current symbol,MGI:1922279,Purg,purine-rich element binding protein G,protein coding gene
RAG1,current symbol,MGI:97848,Rag1,recombination activating 1,protein coding gene
RBCK1,current symbol,MGI:1344372,Rbck1,RanBP-type and C3HC4-type zinc finger containing 1,protein coding gene
REXO4,current symbol,MGI:2684957,Rexo4,"REX4, 3'-5' exonuclease",protein coding gene
SAFB,current symbol,MGI:2146974,Safb,scaffold attachment factor B,protein coding gene
SAFB,zebrafish symbol,MGI:2146808,Safb2,scaffold attachment factor B2,protein coding gene
SAFB2,current symbol,MGI:2146808,Safb2,scaffold attachment factor B2,protein coding gene
SCMH1,current symbol,MGI:1352762,Scmh1,Scm polycomb group homolog 1,protein coding gene
SKI,current symbol,MGI:98310,Ski,ski proto-oncogene,protein coding gene
SKIL,current symbol,MGI:106203,Skil,SKI-like proto-oncogene,protein coding gene
SKOR1,current symbol,MGI:2443473,Skor1,SKI family transcriptional corepressor 1,protein coding gene
SMYD3,current symbol,MGI:1916976,Smyd3,SET and MYND domain containing 3,protein coding gene
SNAPC2,current symbol,MGI:1914861,Snapc2,"small nuclear RNA activating complex, polypeptide 2",protein coding gene
SNAPC5,current symbol,MGI:1914282,Snapc5,"small nuclear RNA activating complex, polypeptide 5",protein coding gene
SON,current symbol,MGI:98353,Son,Son DNA binding protein,protein coding gene
SPEN,human synonym,MGI:2443205,Rbm15,RNA binding motif protein 15,protein coding gene
SPEN,current symbol,MGI:1891706,Spen,spen family transcription repressor,protein coding gene
SPZ1,current symbol,MGI:1930801,Spz1,spermatogenic leucine zipper 1,protein coding gene
TCF20,current symbol,MGI:108399,Tcf20,transcription factor 20,protein coding gene
TCF20,zebrafish symbol,MGI:2145729,Zfp957,zinc finger protein 957,protein coding gene
TET2,current symbol,MGI:2443298,Tet2,tet methylcytosine dioxygenase 2,protein coding gene
THYN1,current symbol,MGI:1925112,Thyn1,thymocyte nuclear protein 1,protein coding gene
TMF1,current symbol,MGI:2684999,Tmf1,TATA element modulatory factor 1,protein coding gene
TOPORS,current symbol,MGI:2146189,Topors,"topoisomerase I binding, arginine/serine-rich",protein coding gene
TSC22D1,current symbol,MGI:109127,Tsc22d1,"TSC22 domain family, member 1",protein coding gene
XPA,current symbol,MGI:99135,Xpa,"xeroderma pigmentosum, complementation group A",protein coding gene
TP53,human symbol,MGI:98834,Trp53,transformation related protein 53,protein coding gene
TP63,old symbol,MGI:98535,Tcp1,t-complex protein 1,protein coding gene
TP63,human symbol,MGI:1330810,Trp63,transformation related protein 63,protein coding gene
TP73,human symbol,MGI:1336991,Trp73,transformation related protein 73,protein coding gene
PAX1,current symbol,MGI:97485,Pax1,paired box 1,protein coding gene
PAX5,current symbol,MGI:97489,Pax5,paired box 5,protein coding gene
PAX8,current symbol,MGI:97492,Pax8,paired box 8,protein coding gene
PAX9,current symbol,MGI:97493,Pax9,paired box 9,protein coding gene
LCOR,current symbol,MGI:2443930,Lcor,ligand dependent nuclear receptor corepressor,protein coding gene
LCORL,current symbol,MGI:2651932,Lcorl,ligand dependent nuclear receptor corepressor-like,protein coding gene
PROX1,synonym,MGI:109258,Nprl3,nitrogen permease regulator-like 3,protein coding gene
PROX1,current symbol,MGI:97772,Prox1,prospero homeobox 1,protein coding gene
PROX2,current symbol,MGI:1920672,Prox2,prospero homeobox 2,protein coding gene
NFAT5,current symbol,MGI:1859333,Nfat5,nuclear factor of activated T cells 5,protein coding gene
NFATC1,current symbol,MGI:102469,Nfatc1,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1",protein coding gene
NFATC2,current symbol,MGI:102463,Nfatc2,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2",protein coding gene
NFATC3,current symbol,MGI:103296,Nfatc3,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3",protein coding gene
NFATC4,current symbol,MGI:1920431,Nfatc4,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4",protein coding gene
NFKB1,current symbol,MGI:97312,Nfkb1,"nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105",protein coding gene
NFKB2,current symbol,MGI:1099800,Nfkb2,"nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100",protein coding gene
REL,current symbol,MGI:97897,Rel,"Rel proto-oncogene, NFKB subunit",protein coding gene
RELA,current symbol,MGI:103290,Rela,"Rela proto-oncogene, NFKB subunit",protein coding gene
RELB,current symbol,MGI:103289,Relb,"Relb proto-oncogene, NFKB subunit",protein coding gene
RFX1,current symbol,MGI:105982,Rfx1,"regulatory factor X, 1 (influences HLA class II expression)",protein coding gene
RFX2,current symbol,MGI:106583,Rfx2,"regulatory factor X, 2 (influences HLA class II expression)",protein coding gene
RFX3,current symbol,MGI:106582,Rfx3,"regulatory factor X, 3 (influences HLA class II expression)",protein coding gene
RFX4,current symbol,MGI:1918387,Rfx4,"regulatory factor X, 4 (influences HLA class II expression)",protein coding gene
RFX5,current symbol,MGI:1858421,Rfx5,"regulatory factor X, 5 (influences HLA class II expression)",protein coding gene
RFX6,current symbol,MGI:2445208,Rfx6,"regulatory factor X, 6",protein coding gene
RFX7,current symbol,MGI:2442675,Rfx7,"regulatory factor X, 7",protein coding gene
RFX8,current symbol,MGI:3588206,Rfx8,regulatory factor X 8,protein coding gene
RUNX1,current symbol,MGI:99852,Runx1,runt related transcription factor 1,protein coding gene
RUNX2,current symbol,MGI:99829,Runx2,runt related transcription factor 2,protein coding gene
RUNX3,current symbol,MGI:102672,Runx3,runt related transcription factor 3,protein coding gene
AIRE,current symbol,MGI:1338803,Aire,autoimmune regulator,protein coding gene
DEAF1,synonym,MGI:2146159,Alg10,"ALG10 alpha-1,2-glucosyltransferase",protein coding gene
DEAF1,current symbol,MGI:1858496,Deaf1,"DEAF1, transcription factor",protein coding gene
GMEB1,current symbol,MGI:2135604,Gmeb1,glucocorticoid modulatory element binding protein 1,protein coding gene
GMEB2,current symbol,MGI:2652836,Gmeb2,glucocorticoid modulatory element binding protein 2,protein coding gene
SKOR2,current symbol,MGI:3645984,Skor2,SKI family transcriptional corepressor 2,protein coding gene
SP100,human symbol,MGI:1891441,Csprs,component of Sp100-rs,protein coding gene
SP100,current symbol,MGI:109561,Sp100,nuclear antigen Sp100,protein coding gene
SP110,human synonym,MGI:97631,Pmp22,peripheral myelin protein 22,protein coding gene
SP110,current symbol,MGI:1923364,Sp110,Sp110 nuclear body protein,protein coding gene
SP140,current symbol,MGI:3702467,Sp140,Sp140 nuclear body protein,protein coding gene
SP140,rat symbol,MGI:3037746,Sp140l1,Sp140 nuclear body protein like 1,protein coding gene
SP140,rat symbol,MGI:3612702,Sp140l2,Sp140 nuclear body protein like 2,protein coding gene
SP140L,human symbol,MGI:3702467,Sp140,Sp140 nuclear body protein,protein coding gene
NFIA,current symbol,MGI:108056,Nfia,nuclear factor I/A,protein coding gene
NFIB,current symbol,MGI:103188,Nfib,nuclear factor I/B,protein coding gene
NFIC,human synonym,MGI:6098105,Gm48552,"predicted gene, 48552",protein coding gene
NFIC,current symbol,MGI:109591,Nfic,nuclear factor I/C,protein coding gene
NFIX,current symbol,MGI:97311,Nfix,nuclear factor I/X,protein coding gene
SMAD1,human synonym,MGI:2449057,Gars1,glycyl-tRNA synthetase 1,protein coding gene
SMAD1,current symbol,MGI:109452,Smad1,SMAD family member 1,protein coding gene
SMAD3,current symbol,MGI:1201674,Smad3,SMAD family member 3,protein coding gene
SMAD4,current symbol,MGI:894293,Smad4,SMAD family member 4,protein coding gene
SMAD5,current symbol,MGI:1328787,Smad5,SMAD family member 5,protein coding gene
SMAD9,current symbol,MGI:1859993,Smad9,SMAD family member 9,protein coding gene
STAT1,current symbol,MGI:103063,Stat1,signal transducer and activator of transcription 1,protein coding gene
STAT2,current symbol,MGI:103039,Stat2,signal transducer and activator of transcription 2,protein coding gene
STAT3,current symbol,MGI:103038,Stat3,signal transducer and activator of transcription 3,protein coding gene
STAT4,synonym,MGI:1924885,Socs6,suppressor of cytokine signaling 6,protein coding gene
STAT4,rat symbol,MGI:103063,Stat1,signal transducer and activator of transcription 1,protein coding gene
STAT4,current symbol,MGI:103062,Stat4,signal transducer and activator of transcription 4,protein coding gene
STAT5A,current symbol,MGI:103036,Stat5a,signal transducer and activator of transcription 5A,protein coding gene
STAT5A,zebrafish symbol,MGI:103035,Stat5b,signal transducer and activator of transcription 5B,protein coding gene
STAT5B,zebrafish symbol,MGI:103036,Stat5a,signal transducer and activator of transcription 5A,protein coding gene
STAT5B,current symbol,MGI:103035,Stat5b,signal transducer and activator of transcription 5B,protein coding gene
STAT6,current symbol,MGI:103034,Stat6,signal transducer and activator of transcription 6,protein coding gene
EOMES,current symbol,MGI:1201683,Eomes,eomesodermin,protein coding gene
MGA,current symbol,MGI:1352483,Mga,MAX gene associated,protein coding gene
MGA,human synonym,MGI:1203495,Mgam,maltase-glucoamylase,protein coding gene
T,current symbol,MGI:98472,T,"brachyury, T-box transcription factor T",protein coding gene
T,current symbol,MGI:105076,t,t-complex,heritable phenotypic marker
T,synonym,MGI:98661,te,lighthead,heritable phenotypic marker
